name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HATS-42 b,Confirmed,1.88,0.15,0.15,,,,1.4,0.14,0.25,2.292102,2.1e-06,2.1e-06,0.03689,0.00065,0.00065,0.229,0.229,0.0,85.1,2.1,2.1,,2018,2018-04-16,,,,,,,,,,2456768.60734,0.00069,0.00069,,,,,,,0.46,0.18,0.15,,,,246.0,17.0,17.0,1856.0,76.0,105.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-42,108.450000016,-33.437222234,13.6,,,,,942.0,80.0,126.0,0.22,0.07,0.07,1.273,0.067,0.067,1.48,0.12,0.2,,3.26,0.8,0.8,6060.0,120.0,120.0,,,
HATS-43 b,Confirmed,0.261,0.054,0.054,,,,1.18,0.05,0.05,4.3888497,5.9e-06,5.9e-06,0.04944,0.00046,0.00046,0.173,0.089,0.089,89.24,0.41,0.29,,2017,2017-07-26,330.0,120.0,120.0,,,,2457636.08946,0.00025,0.00025,,,,,,,,,,,,,,,,37.5,8.0,8.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-43,80.5381666697,-30.970833356,13.593,,,,,341.0,17.0,17.0,0.05,0.041,0.041,0.837,0.023,0.023,0.812,0.032,0.032,K,8.6,4.8,3.0,5099.0,61.0,61.0,,,2MASS-05220915-3058150
HATS-44 b,Confirmed,0.56,0.11,0.11,,,,1.067,0.071,0.125,2.7439004,3.2e-06,3.2e-06,0.03649,0.0003,0.0003,0.279,nan,0.0,84.65,0.38,0.38,,2017,2017-07-26,,,,,,,2456931.11384,0.00061,0.00061,,,,,,,,,,,,,,,,90.0,17.0,17.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-44,84.3267083395,-27.9726111352,14.428,,,,,463.0,23.0,23.0,0.32,0.071,0.071,0.86,0.021,0.021,0.847,0.036,0.036,K,9.7,4.0,2.4,5080.0,100.0,100.0,,,2MASS-05371842-2758214
HATS-45 b,Confirmed,0.7,0.15,0.15,,,,1.286,0.093,0.093,4.1876244,5.6e-06,5.6e-06,0.05511,0.00069,0.00069,0.24,nan,0.0,85.61,0.42,0.42,,2017,2017-07-26,,,,,,,2456731.19533,0.00073,0.00073,,,,,,,,,,,,,,,,75.0,16.0,16.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-45,101.994291686,-21.910694471,13.307,,,,,818.0,41.0,41.0,0.02,0.068,0.068,1.272,0.048,0.048,1.315,0.064,0.064,F,1.52,0.7,0.7,6450.0,110.0,110.0,,,2MASS-06475862-2154385
HATS-46 b,Confirmed,0.173,0.062,0.062,,,,0.903,0.045,0.058,4.7423729,4.9e-06,4.9e-06,0.05367,0.00053,0.00053,0.559,nan,0.0,87.32,0.31,0.22,,2017,2017-07-26,,,,,,,2457376.68539,0.0006,0.0006,,,,,,,,,,,,,,,,22.1,8.0,8.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-46,6.70241668286,-56.31611113,13.634,,,,,448.0,22.0,22.0,-0.06,0.046,0.046,0.917,0.027,0.027,0.853,0.03,0.04,G,3.0,2.1,3.4,5495.0,69.0,69.0,,,2MASS-00264858-5618580
HATS-47 b,Confirmed,0.369,0.021,0.031,,,,1.117,0.014,0.014,3.9228038,2.2e-06,2.2e-06,0.04269,0.00025,0.00033,0.088,0.088,0.0,87.08,0.61,0.61,,2020,2020-02-17,,,,,,,,,,2457365.35804,0.00029,0.00029,,,,,,,0.7127,0.0096,0.0096,,,,61.7,4.3,4.3,852.9,4.7,4.7,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,HATS-47,287.483333352,-49.665000025,14.8,,,,,301.7,1.9,1.9,-0.113,0.035,0.035,0.674,0.012,0.016,0.6564,0.0055,0.0055,,8.1,4.3,2.9,4512.0,19.0,19.0,,,
HATS-48A b,Confirmed,0.243,0.03,0.022,,,,0.8,0.015,0.015,3.1316666,3.7e-06,3.7e-06,0.03769,0.00011,0.00011,0.162,0.162,0.0,89.58,0.18,0.18,,2020,2020-02-17,,,,,,,,,,2457100.55022,0.00045,0.00045,,,,,,,0.083,0.035,0.039,,,,41.8,4.4,4.4,954.6,4.8,4.8,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,HATS-48A,288.670833347,-59.579444466,14.3,,,,,265.4,1.7,1.7,0.186,0.051,0.051,0.7279,0.0066,0.0066,0.7152,0.0038,0.0038,,11.97,0.61,0.42,4546.0,18.0,23.0,,,
HATS-49 b,Confirmed,0.353,0.027,0.038,,,,0.765,0.013,0.013,4.1480467,6.7e-06,6.7e-06,0.04515,0.00016,0.00016,0.071,0.071,0.0,88.27,0.11,0.16,,2020,2020-02-17,,,,,,,,,,2457105.1648,0.00054,0.00054,,,,,,,0.42,0.035,0.025,,,,55.9,5.5,5.5,834.8,3.6,3.6,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,HATS-49,6.612500009,-56.34444446,,,,,,324.6,2.2,2.2,0.208,0.053,0.053,0.7133,0.0075,0.0075,0.6977,0.0055,0.0055,,10.5,2.0,1.4,4405.0,15.0,15.0,,,
HATS-5 b,Confirmed,0.237,0.012,0.012,,,,0.912,0.025,0.025,4.763387,1e-05,1e-05,0.0542,0.0006,0.0006,0.019,0.019,0.019,89.3,0.3,0.3,,2014,2014-01-16,204.0,107.0,107.0,,,,,,,,,,2456273.79068,0.0001,0.0001,,,,,,,,,,,,,1025.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-5,67.225000018,-20.518055534,12.63,,,,,257.0,8.0,8.0,0.19,0.08,0.08,0.936,0.028,0.028,0.871,0.023,0.023,,3.6,2.6,1.9,5304.0,50.0,50.0,,,
HATS-50 b,Confirmed,0.39,0.1,0.1,,,,1.13,0.075,0.075,3.8297015,4.6e-06,4.6e-06,0.05046,0.0006,0.0006,0.516,0.516,0.0,87.54,0.66,0.66,,2017,2017-12-15,,,,,,,,,,2456870.34792,0.00068,0.00068,,,,,,,0.421,0.1,0.08,,,,45.0,12.0,12.0,1348.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-50,300.429166681,-26.07750001,14.0,,,,,717.0,43.0,43.0,0.3,0.056,0.056,1.168,0.042,0.042,1.117,0.06,0.06,,1.2,1.1,1.1,5990.0,110.0,110.0,,,
HATS-51 b,Confirmed,0.768,0.045,0.045,,,,1.41,0.19,0.19,3.3488702,3.9e-06,3.9e-06,0.04639,0.00077,0.00077,0.33,0.33,0.0,87.1,1.6,1.6,,2017,2017-12-15,,,,,,,,,,2457042.00405,0.00058,0.00058,,,,,,,0.3,0.14,0.14,,,,94.9,5.1,5.1,1553.0,92.0,92.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-51,102.845833341,-29.058611119,12.5,,,,,478.0,59.0,59.0,0.3,0.03,0.03,1.187,0.06,0.06,1.44,0.18,0.18,,4.74,0.5,0.7,5758.0,58.0,58.0,,,
HATS-52 b,Confirmed,2.24,0.15,0.15,,,,1.382,0.086,0.086,1.3665436,9.4e-07,9.4e-07,0.02498,0.0004,0.0004,0.246,0.256,0.0,84.7,1.1,1.1,,2017,2017-12-15,,,,,,,,,,2456929.03039,0.00033,0.00033,,,,,,,0.231,0.074,0.074,,,,380.0,23.0,23.0,1834.0,73.0,73.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-52,140.087500007,-31.269444452,13.7,,,,,631.0,44.0,44.0,0.22,0.1,0.1,1.111,0.054,0.054,1.046,0.058,0.058,,1.2,1.1,1.5,6010.0,150.0,150.0,,,
HATS-53 b,Confirmed,0.595,0.089,0.089,,,,1.34,0.056,0.056,3.8537768,3.8e-06,3.8e-06,0.04753,0.00066,0.00066,0.33,0.33,0.0,88.79,0.55,0.55,,2017,2017-12-15,,,,,,,,,,2457236.75653,0.00049,0.00049,,,,,,,0.198,0.096,0.082,,,,79.0,12.0,12.0,1312.0,25.0,25.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-53,176.629166677,-33.860000025,13.8,,,,,613.0,19.0,19.0,0.01,0.066,0.066,0.964,0.04,0.04,1.1,0.024,0.031,,8.0,1.9,1.9,5644.0,94.0,94.0,,,
HATS-54 b,Confirmed,0.76,0.1,0.1,,,,1.067,0.052,0.052,2.5441828,4.3e-06,4.3e-06,0.03763,0.0024,0.0024,0.126,0.126,0.0,83.08,0.36,0.36,,2018,2018-12-20,,,,,,,,,,2457780.01102,0.00089,0.00089,,,,,,,0.74,0.023,0.023,,,,105.0,14.0,14.0,1625.0,22.0,22.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-54,200.633333344,-44.688888907,13.9,,,,,769.0,21.0,21.0,0.396,0.031,0.031,1.007,0.022,0.022,1.317,0.036,0.036,,6.6,0.76,0.76,5702.0,26.0,26.0,,,
HATS-56 b,Confirmed,0.602,0.035,0.035,,,,1.688,0.055,0.039,4.324799,2.7e-05,2.7e-05,0.06043,0.00022,0.00022,0.019,0.019,0.0,83.29,0.21,0.21,,2018,2018-12-20,,,,,,,,,,2457788.0029,0.0012,0.0012,,,,,,,0.69,0.014,0.014,,,,55.1,3.2,3.2,1902.0,16.0,16.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-56,180.16666668,-45.799444473,11.6,,,,,577.1,9.6,9.6,0.19,0.024,0.024,1.573,0.017,0.017,2.201,0.036,0.036,,1.894,0.077,0.077,6536.0,31.0,31.0,,,
HATS-57 b,Confirmed,3.147,0.073,0.073,,,,1.13,0.028,0.028,2.350621,1.3e-06,1.3e-06,0.03493,0.0003,0.00021,0.028,0.028,0.0,87.88,0.4,0.4,,2018,2018-12-20,,,,,,,,,,,,,,,,,,,0.29,0.049,0.052,,,,472.5,8.4,8.4,1413.4,9.7,9.7,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-57,60.950000016,-19.056666673,12.3,,,,,280.0,2.9,2.9,0.258,0.043,0.043,1.026,0.026,0.019,0.96,0.011,0.011,,2.5,1.1,1.5,5587.0,19.0,19.0,,,
HATS-58A b,Confirmed,1.03,0.23,0.23,,,,1.095,0.062,0.062,4.2180896,8.9e-06,8.9e-06,0.05798,0.00057,0.00057,,,,85.69,0.33,0.33,,2018,2018-12-20,,,,,,,,,,2457463.2999,0.0017,0.0017,,,,,,,0.655,0.033,0.03,,,,100.0,22.0,22.0,1721.0,34.0,34.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-58A,186.787500003,-48.978333362,11.55,,,,,492.0,21.0,21.0,,,,1.461,0.043,0.043,1.433,0.059,0.059,,0.31,0.2,0.33,7175.0,54.0,54.0,,,
HATS-59 b,Confirmed,0.806,0.069,0.069,,,,1.126,0.077,0.077,5.416081,1.6e-05,1.6e-05,0.06112,0.0076,0.0076,0.129,0.049,0.049,88.1,0.33,0.33,,2018,2018-05-16,227.0,29.0,29.0,,,,,,,2456620.66527,0.00052,0.00052,,,,,,,0.457,0.066,0.056,,,,92.1,7.8,7.8,1128.0,40.0,40.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-59,170.325000006,-22.388055567,14.0,,,,,654.0,14.0,14.0,0.18,0.064,0.064,1.038,0.039,0.039,1.036,0.067,0.067,,4.3,2.3,2.3,5670.0,91.0,91.0,,,
HATS-6 b,Confirmed,0.319,0.07,0.07,,,,0.998,0.019,0.019,3.3252725,2.1e-06,2.1e-06,0.03623,0.00057,0.00042,,,,88.21,0.084,0.084,,2014,2015-03-17,,,,,,,,,,2456643.74058,8.4e-05,8.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-6,88.1467500117,-19.031666679,15.2,,,,,148.4,3.3,3.3,,,,0.574,0.027,0.02,0.57,0.011,0.011,M1V,,,,3724.0,18.0,18.0,,,MASS 05523523-1901539
HATS-60 b,Confirmed,0.662,0.055,0.055,,,,1.153,0.053,0.053,3.560829,3.2e-05,3.2e-05,0.04708,0.00023,0.00015,0.191,0.191,0.0,86.28,0.35,0.35,,2018,2021-03-29,,,,,,,,,,2458015.72358,0.00085,0.00085,,,,,,,0.45,0.041,0.034,,,,82.6,6.9,6.9,1528.0,11.0,11.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-60,341.362500009,-14.991666693,12.6,,,,,494.7,8.2,8.2,0.334,0.02,0.02,1.1,0.016,0.01,1.46,0.27,0.27,,7.53,0.32,0.63,5690.0,24.0,24.0,,,
HATS-61 b,Confirmed,3.4,0.14,0.14,,,,1.195,0.067,0.067,7.817953,2.4e-05,2.4e-05,0.07908,0.00033,0.00033,0.092,0.092,0.0,87.15,0.18,0.18,,2018,2021-03-29,,,,,,,,,,2457673.0611,0.0014,0.0014,,,,,,,0.508,0.027,0.025,,,,330.0,13.0,13.0,1226.0,7.3,7.3,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-61,61.658333346,-25.349722242,13.2,,,,,694.2,7.8,7.8,0.241,0.039,0.039,1.075,0.014,0.014,1.667,0.022,0.022,,8.93,0.34,0.34,5541.0,20.0,20.0,,,
HATS-62 b,Confirmed,0.179,0.179,0.0,,,,1.055,0.025,0.025,3.2768837,3.3e-06,3.3e-06,0.04163,0.00016,0.00024,0.298,0.001,0.0,87.92,0.35,0.35,,2018,2021-03-29,,,,,,,,,,2455808.05158,0.00043,0.00043,,,,,,,0.348,0.049,0.048,,,,10.2,7.8,7.8,1237.0,12.0,12.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-62,312.450000016,-24.303333342,14.0,,,,,515.9,6.2,6.2,0.14,0.03,0.02,0.911,0.009,0.009,0.923,0.011,0.011,,8.0,1.1,0.77,5435.0,24.0,24.0,,,
HATS-63 b,Confirmed,0.96,0.12,0.12,,,,1.207,0.039,0.039,3.0566527,4.9e-06,4.9e-06,0.04026,0.00028,0.00028,0.136,0.136,0.0,84.86,0.19,0.19,,2018,2021-03-29,,,,,,,,,,2457659.93755,0.00089,0.00089,,,,,,,0.724,0.02,0.02,,,,140.0,18.0,18.0,1398.0,9.0,9.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-63,67.41666668,-28.197222237,13.7,,,,,634.4,5.8,5.8,0.08,0.04,0.04,0.931,0.019,0.019,1.07,0.01,0.01,,10.4,1.1,1.1,5626.0,18.0,18.0,,,
HATS-64 b,Confirmed,0.96,0.2,0.2,,,,1.679,0.081,0.081,4.908897,1.3e-05,1.3e-05,0.06562,0.00039,0.00039,0.151,0.151,0.0,87.24,0.85,0.85,,2018,2021-03-29,,,,,,,,,,2457769.82287,0.00082,0.00082,,,,,,,0.321,0.101,0.082,,,,85.0,18.0,18.0,1793.0,27.0,27.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-64,144.287500003,-29.800555572,12.8,,,,,1087.0,34.0,34.0,0.208,0.039,0.039,1.562,0.026,0.026,2.113,0.066,0.066,,1.86,0.16,0.09,6560.0,31.0,31.0,,,
HATS-65 b,Confirmed,0.821,0.083,0.083,,,,1.501,0.05,0.05,3.105161,1.6e-06,1.6e-06,0.04497,0.00033,0.00033,0.062,0.062,0.0,84.82,0.26,0.26,,2018,2021-03-29,,,,,,,,,,2457520.9613,0.00041,0.00041,,,,,,,0.667,0.019,0.018,,,,97.7,9.9,9.9,1634.0,18.0,18.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HATS-65,292.941666682,-26.740277798,12.38,,,,,491.0,10.0,10.0,0.233,0.066,0.066,1.269,0.031,0.031,1.296,0.025,0.025,,1.42,0.58,0.58,6276.0,25.0,35.0,,,
HATS-66 b,Confirmed,5.33,0.68,0.68,,,,1.411,0.084,0.084,3.1414391,7.4e-06,7.4e-06,0.04714,0.00025,0.00025,0.064,0.064,0.0,87.06,0.92,0.92,,2018,2021-03-29,,,,,,,,,,2457603.0514,0.0014,0.0014,,,,,,,0.283,0.095,0.076,,,,586.0,75.0,75.0,1998.0,21.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-66,101.395833345,-33.881666696,14.0,,,,,1542.0,67.0,67.0,-0.034,0.059,0.059,1.406,0.046,0.027,1.851,0.059,0.084,,2.29,0.2,0.27,6606.0,92.0,45.0,,,
HATS-67 b,Confirmed,1.45,0.12,0.12,,,,1.685,0.047,0.047,1.6091788,4e-06,4e-06,0.03032,0.00015,0.00015,0.057,0.057,0.0,79.03,0.26,0.26,,2018,2021-03-29,,,,,,,,,,,,,2457796.88127,0.00043,0.00043,,,,0.8613,0.0071,0.0065,,,,194.0,16.0,16.0,2193.0,22.0,22.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-67,180.020833335,-46.136388894,14.0,,,,,983.0,20.0,20.0,0.34,0.044,0.044,1.44,0.02,0.02,1.44,0.028,0.028,,0.44,0.26,0.26,6605.0,33.0,33.0,,,
HATS-68 b,Confirmed,1.29,0.0592,0.0592,,,,1.2321,0.0294,0.0393,3.5862202,4.7e-06,4.7e-06,0.05071,0.00018,0.00018,0.036,0.036,0.0,83.21,0.19,0.19,,2018,2021-07-06,,,,,,,,,,2457410.4086,0.0011,0.0011,,,,,,,0.736,0.012,0.014,,,,139.3,6.4,6.4,1741.0,12.0,12.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-68,15.004166667,-58.904722244,12.16,,,,,619.0,10.0,10.0,0.163,0.07,0.07,1.337,0.119,0.022,1.769,0.035,0.035,,3.14,0.13,1.47,6122.0,28.0,28.0,,,
HATS-69 b,Confirmed,0.577,0.577,0.0,,,,0.945,0.022,0.022,2.2252577,1.9e-06,1.9e-06,0.03211,0.00019,0.00014,0.519,0.519,0.0,88.49,0.55,0.55,,2018,2021-03-29,,,,,,,,,,2457755.3939,0.00052,0.00052,,,,,,,0.207,0.081,0.071,,,,52.0,28.0,28.0,1295.7,6.9,6.9,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-69,289.295833337,-60.891666691,13.76,,,,,420.3,3.2,3.2,0.377,0.034,0.034,0.892,0.016,0.011,0.8785,0.0077,0.0077,,8.0,1.3,1.8,5137.0,16.0,16.0,,,
HATS-7 b,Confirmed,0.12,0.012,0.012,,,,0.563,0.034,0.046,3.185315,5.4e-06,5.4e-06,0.04012,0.00043,0.00043,0.0,0.0,0.17,87.92,0.75,0.75,,2015,2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,18.4,1.9,1.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HATS-7,208.857000009,-21.2076944546,13.34,,,,,257.0,12.0,15.0,0.25,0.08,0.08,0.849,0.027,0.027,0.815,0.035,0.049,K2,7.8,5.0,5.0,4985.0,50.0,50.0,,,
HATS-70 b,Confirmed,12.9,1.6,1.8,,,,1.384,0.074,0.079,1.8882378,1.5e-06,1.5e-06,0.03632,0.00087,0.00074,0.18,0.18,0.0,86.7,1.9,1.6,,2018,2019-01-25,,,,,,,,,,,,,,,,8.9,4.5,5.6,0.24,0.11,0.13,,,,1460.0,100.0,220.0,2730.0,160.0,140.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-70,109.104166675,-31.244444458,12.6,,,,,1307.0,60.0,60.0,0.04,0.1,0.1,1.78,0.12,0.12,1.88,0.066,0.059,,0.81,0.33,0.5,7930.0,820.0,630.0,,,
HATS-71A b,Confirmed,0.45,0.24,0.24,,,,1.08,0.016,0.016,3.7955213,1.1e-06,1.1e-06,0.03946,0.00168,0.00095,,,,88.85,0.18,0.18,,2018,2018-12-29,,,,,,,,,,2457699.38939,0.0002,0.0002,,,,,,,0.329,0.056,0.05,,,,87.0,44.0,44.0,567.9,6.6,12.6,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-71A,15.550000004,-61.756111131,15.3,,,,,140.68,0.83,0.83,0.237,0.063,0.063,0.569,0.069,0.042,0.5161,0.0099,0.0053,M3,,,,3254.0,22.0,22.0,,,
HATS-72 b,Confirmed,0.1254,0.0039,0.0039,,,,0.7224,0.0032,0.0032,7.3279474,1.6e-06,1.6e-06,0.066517,8.5e-05,8.5e-05,0.013,0.013,0.0,88.56,0.05,0.07,,2020,2020-02-17,,,,,,,,,,2458087.64782,7.5e-05,7.5e-05,,,,,,,0.153,0.023,0.17,,,,16.5,0.51,0.51,739.3,1.6,1.6,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,HATS-72,339.025000002,-17.00000002,12.7,,,,,127.66,0.52,0.52,0.099,0.014,0.014,0.7311,0.0028,0.0028,0.7214,0.0021,0.0021,,12.17,0.45,0.24,4656.1,8.9,8.9,,,
HATS-8 b,Confirmed,0.138,0.019,0.019,0.138,0.019,0.019,0.873,0.075,0.125,3.583893,1e-05,1e-05,0.04667,0.00055,0.00055,0.38,0.38,0.0,87.8,1.8,1.2,,2015,2015-06-04,,,,,,,,,,2456672.1102,0.0012,0.0012,,,,,,,0.36,0.2,0.2,,,,17.7,2.5,2.5,1324.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-8,294.941666682,-25.74833336,14.03,,,,,829.0,48.0,110.0,0.21,0.08,0.08,1.056,0.037,0.037,1.086,0.059,0.149,G2V,5.1,1.7,1.7,5679.0,50.0,50.0,,,
HATS-9 b,Confirmed,0.839,0.03,0.032,0.837,0.029,0.029,1.236,0.031,0.031,1.915291,1.8e-05,1.9e-05,0.0312,0.0005,0.0004,0.129,0.129,0.0,86.5,2.5,1.6,,2015,2021-02-05,,,,,,,2457311.7514,0.00039,0.00039,2456124.25896,0.00086,0.00086,,,,,,,0.16,0.11,0.15,,,,133.5,3.4,3.4,1746.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19231442-2009587 b, EPIC 217671466 b, EPIC 217671466.01, GSC 6305-02502 b, K2-142 b, WISE J192314.43-200958.9 b",,HATS-9,290.810104,-20.166317,13.3,,11.885,11.558,,654.36,12.41,12.41,0.38,0.05,0.05,1.1,0.05,0.05,1.56,0.04,0.04,,10.8,1.5,1.5,5599.0,85.0,85.0,,,"2MASS J19231442-2009587, EPIC 217671466, GSC 6305-02502, K2-142, WISE J192314.43-200958.9"
HD 109749 b,Confirmed,,,,0.28,0.016,0.016,0.99,,,5.23921,0.000935533,0.000935533,0.0635,,,0.0451,0.025,0.451,,,,0.001076,2005,2015-02-27,72.3,55.8,55.8,2453426.3,,,,,,,,,,,,,,,,,,3013.55,0.14,0.14,28.49,1.12,1.12,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 109749,189.3166667,-40.8119444,8.1,,,,,59.0,,,0.25,0.05,0.05,1.2,0.1,0.1,,,,G3 IV,10.3,2.9,2.9,5610.0,,,,,
HD 118203 b,Confirmed,2.173,0.08,0.08,,,,1.133,0.03,0.03,6.13498,3.8e-05,3.8e-05,0.07082,0.0011,0.00095,0.316,0.021,0.021,88.75,1.0,0.86,0.00079,2005,2019-11-14,153.6,3.6,3.6,2458707.116,0.048,0.048,,,,2458712.66156,0.00025,0.00025,2458708.495,0.082,0.082,,,,0.125,0.086,0.1,,,,218.3,5.2,5.2,1496.0,26.0,26.0,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,Primary Transit,,,HD 118203,203.5083333,53.7283333,8.05,,,,,88.6,,,0.1,0.05,0.05,1.23,0.03,0.03,,,,K0,4.6,0.8,0.8,5600.0,150.0,150.0,,,
HD 149026 b,Confirmed,0.357,0.011,0.014,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.4e-06,1.4e-06,0.04288,0.00033,0.00033,0.0,,,85.3,0.8,0.8,0.000543,2005,2015-02-24,,,,2453317.838,0.003,0.003,,,,2454597.70713,0.00016,0.00016,,,,,,,,,,,,,54.63,11.9,11.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,6.6,6.6,0.36,0.05,0.05,1.3,0.1,0.1,1.497,0.069,0.069,G0 IV,2.0,0.8,0.8,6147.0,50.0,50.0,,,
HD 149143 b,Confirmed,,,,1.33,,,1.05,,,4.07206,0.000320041,0.000320041,0.052,,,0.0123,0.0093,0.0115,,,,0.000825,2005,2015-02-27,204.8,55.9,55.9,2453413.1,,,,,,,,,,,,,,,,,,,,,149.28,1.65,1.65,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 149143,248.2125,2.0847222,7.9,,,,,63.0,,,0.26,0.05,0.05,1.1,0.1,0.1,,,,G0 IV,7.6,1.2,1.2,5730.0,150.0,150.0,,,
HD 179949 b,Confirmed,,,,0.92,,,1.05,,,3.0925,3e-05,3e-05,0.045,0.001,0.001,0.0104,0.0099,0.0104,,,,0.001667,2000,2020-03-12,189.3,63.4,63.4,2452419.1,,,,,,,,,,,,,,,,,,,,,112.62,1.77,1.77,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,"CO, H2O",HD 179949,288.8875,-24.1791667,6.25,,,,,27.0,,,0.22,0.05,0.05,1.28,,,1.19,,,F8 V,2.05,,,6260.0,43.0,43.0,,,
